"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.386764271E0,1.298050396E-3,-1.679830020E-3,-1.756185899E-3
6.389190260E0,7.635590737E-5,-1.068982761E-3,6.872031372E-4
6.391616250E0,7.635590737E-5,-4.581354442E-4,-1.145338640E-3
6.394042239E0,-5.344913807E-4,1.527118147E-4,6.872031372E-4
6.396468229E0,6.872031372E-4,-4.581354442E-4,-5.344913807E-4
6.398894167E0,7.635590737E-5,-4.581354442E-4,-5.344913807E-4
6.401320156E0,-5.344913807E-4,7.635590737E-4,6.872031372E-4
6.403746146E0,6.872031372E-4,1.527118147E-4,6.872031372E-4
6.406172135E0,-5.344913807E-4,2.290677221E-4,6.872031372E-4
6.408598073E0,6.872031372E-4,-9.926267667E-4,-5.344913807E-4
6.411024062E0,6.872031372E-4,2.290677221E-4,-5.344913807E-4
6.413450052E0,-1.145338640E-3,2.290677221E-4,7.635590737E-5
6.415876042E0,-5.344913807E-4,1.450762269E-3,6.872031372E-4
6.418302031E0,7.635590737E-5,-3.817795368E-4,6.872031372E-4
6.420728021E0,7.635590737E-5,-3.817795368E-4,6.872031372E-4
6.423153958E0,6.872031372E-4,8.399150101E-4,6.872031372E-4
6.425579948E0,7.635590737E-5,-3.817795368E-4,7.635590737E-5
6.428005937E0,7.635590737E-5,2.290677221E-4,7.635590737E-5
6.430431927E0,7.635590737E-5,1.450762269E-3,-1.145338640E-3
6.432857864E0,7.635590737E-5,8.399150101E-4,7.635590737E-5
6.435283854E0,-1.145338640E-3,8.399150101E-4,6.872031372E-4
6.437709844E0,7.635590737E-5,1.450762269E-3,-5.344913807E-4
6.440135833E0,6.872031372E-4,-1.603474026E-3,1.298050396E-3
6.442561823E0,6.872031372E-4,8.399150101E-4,1.298050396E-3
6.444987760E0,1.298050396E-3,-3.817795368E-4,7.635590737E-5
6.447413750E0,6.872031372E-4,2.290677221E-4,7.635590737E-5
6.449839739E0,-5.344913807E-4,1.450762269E-3,-5.344913807E-4
6.452265729E0,-5.344913807E-4,8.399150101E-4,6.872031372E-4
6.454691719E0,6.872031372E-4,8.399150101E-4,-1.145338640E-3
6.457117656E0,7.635590737E-5,8.399150101E-4,-5.344913807E-4
6.459543646E0,-1.145338640E-3,2.290677221E-4,-5.344913807E-4
6.461969635E0,-5.344913807E-4,2.290677221E-4,-5.344913807E-4
6.464395625E0,1.298050396E-3,-3.817795368E-4,7.635590737E-5
6.466821562E0,7.635590737E-5,2.290677221E-4,-1.145338640E-3
6.469247552E0,-5.344913807E-4,8.399150101E-4,7.635590737E-5
6.471673542E0,-5.344913807E-4,2.290677221E-4,-5.344913807E-4
6.474099531E0,7.635590737E-5,-3.817795368E-4,-5.344913807E-4
6.476525521E0,-5.344913807E-4,1.450762269E-3,6.872031372E-4
6.478951458E0,6.872031372E-4,1.450762269E-3,7.635590737E-5
6.481377448E0,6.872031372E-4,8.399150101E-4,-5.344913807E-4
6.483803437E0,6.872031372E-4,2.290677221E-4,7.635590737E-5
6.486229427E0,6.872031372E-4,8.399150101E-4,6.872031372E-4
6.488655417E0,-5.344913807E-4,-3.817795368E-4,-1.145338640E-3
6.491081354E0,6.872031372E-4,-3.817795368E-4,6.108472589E-4
6.493507344E0,-1.145338640E-3,-1.068982761E-3,-1.832541777E-3
6.495933333E0,1.298050396E-3,-1.068982761E-3,-1.221694518E-3
6.498359323E0,-5.344913807E-4,-4.581354442E-4,-1.221694518E-3
6.500785312E0,-5.344913807E-4,7.635590737E-4,6.108472589E-4
6.503211250E0,1.298050396E-3,1.527118147E-4,0.000000000E0
6.505637239E0,6.872031372E-4,-1.068982761E-3,0.000000000E0
6.508063229E0,-5.344913807E-4,7.635590737E-4,0.000000000E0
6.510489219E0,6.872031372E-4,-4.581354442E-4,0.000000000E0
6.512915208E0,-5.344913807E-4,7.635590737E-4,-1.221694518E-3
6.515341146E0,1.298050396E-3,1.527118147E-4,-1.221694518E-3
6.517767135E0,6.872031372E-4,-4.581354442E-4,0.000000000E0
6.520193125E0,6.872031372E-4,-4.581354442E-4,-1.221694518E-3
